threshold,pixel_precision,pixel_recall,pixel_f1,pixel_iou
0.5900000000000002,0.2093186051754209,0.6695764384393502,0.3189341143079245,0.1897213648926217
0.6000000000000002,0.21039151771322134,0.6687604372248368,0.32008465108674916,0.19053617867936873
0.6100000000000001,0.21153499441099052,0.667963412782754,0.3213141391366263,0.19140814051496777
0.6200000000000001,0.21252872173176926,0.6669955973887961,0.3223463379739173,0.1921411702965101
0.6300000000000001,0.21369134216789729,0.6661795961742827,0.323585666551446,0.19302248859075163
0.6400000000000001,0.21480641999509925,0.6654205252770609,0.3247721547125074,0.19386745249376627
0.6500000000000001,0.21596585793050707,0.6645286169728253,0.3259884007782463,0.19473485185514725
0.6600000000000001,0.21725223742477223,0.6638074996204646,0.3273641013162882,0.19571749092190882
0.6700000000000002,0.2183687380012882,0.6626688932746319,0.3284903273144599,0.19652313874240948
0.6800000000000002,0.21958316799879068,0.6615872172460908,0.32972832383609574,0.19740999535679096
0.6900000000000002,0.22088536907300232,0.6605434947624108,0.33106334411261173,0.19836783076502235
0.7000000000000002,0.22231672379393258,0.6597274935478974,0.3325648580393358,0.199446952790192
0.7100000000000002,0.22371727951127093,0.6587976316988007,0.3340100253037898,0.20048741611707227
0.7200000000000002,0.2251443566144233,0.6577918627599818,0.3354673247683337,0.2015384436485418
0.7300000000000002,0.22659395478857472,0.656824047366024,0.33694662805130327,0.20260722459946262
0.7400000000000002,0.22806612181306857,0.6555905571580386,0.338407436794107,0.20366451095639257
0.7500000000000002,0.22950863319887643,0.654319113405192,0.33982161336421424,0.20468981893737015
0.7600000000000002,0.23116441805959426,0.6532184606042204,0.34148301364563033,0.2058966030828862
0.7700000000000002,0.2328278927327669,0.6521178078032488,0.3431424434569873,0.20710437182840544
0.7800000000000001,0.23459965252602635,0.6508653408228329,0.34488722636178065,0.2083768742861309
0.7900000000000001,0.2363548498446669,0.6496887809321391,0.3466129407834125,0.20963811156695855
0.8000000000000002,0.2382629189822401,0.6484363139517231,0.34847967201913227,0.21100537856847332
0.8100000000000002,0.24038569978572233,0.6471838469713072,0.3505612433699272,0.21253365240801675
0.8200000000000002,0.24254106245769053,0.6459124032184606,0.3526583812962684,0.21407726077713624
0.8300000000000002,0.24471299093655588,0.6440526795202672,0.3546672936750529,0.21555962044129415
0.8400000000000002,0.2470992600376549,0.6425724912706847,0.3569388077794761,0.21724011830447362
0.8500000000000002,0.24964506492354108,0.6406748140276302,0.3592895302556244,0.21898411504109075
0.8600000000000002,0.25243329983952967,0.6388340671018673,0.3618734345942576,0.22090688365378305
0.8700000000000002,0.2553678764361257,0.6369174130863823,0.3645655692297665,0.22291665282971249
0.8800000000000002,0.2586389539693954,0.6347540610293001,0.3675249831065305,0.22513360345686326
0.8900000000000002,0.26217296225791736,0.6324768483376347,0.37068879225011403,0.22751257739277644
0.9000000000000002,0.26588320231028395,0.6289851222104145,0.3737680146146733,0.2298368363023625
0.9100000000000003,0.2704885106941131,0.6261386063458327,0.3777786683001392,0.2328773891194489
0.9200000000000003,0.27601570315324025,0.623083345984515,0.38256249526661346,0.23652381878561293
0.9300000000000002,0.28191516953988205,0.6187945954152118,0.387355816633207,0.24019918381778807
0.9400000000000002,0.2896467787691399,0.6142022164870199,0.39365357366561465,0.24506144329272447
0.9500000000000002,0.2991618130227001,0.6082245331713982,0.40105861154211925,0.25082758782604614
